#Data tag : 24v1 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
305636:6325,10/25/17 13:27:50,2326,2326,0.548675103,0.525219671
305766:6337,10/27/17 04:37:33,848,847,0.277111803,0.263961475
305809:6341,10/27/17 23:20:38,142,142,0.048880031,0.045952441
305814:6343,10/28/17 06:17:08,1823,1823,0.469026860,0.446803627
305821:6344,10/28/17 20:29:22,772,772,0.255098811,0.240463320
305832:6346,10/29/17 11:22:50,180,180,0.062759526,0.058021275
305840:6346,10/29/17 15:39:01,1144,1141,0.262656293,0.251347322
305842:6346,10/29/17 23:07:26,862,862,0.117828015,0.114870231
305862:6347,10/30/17 11:28:42,625,625,0.212680289,0.202188598
305898:6348,10/30/17 20:22:11,711,711,0.241359854,0.230935201
305902:6349,10/31/17 04:27:05,469,469,0.161708801,0.154344858
305967:6351,10/31/17 16:08:26,32,32,0.011124217,0.010507825
306029:6355,11/01/17 18:28:41,34,32,0.011873067,0.009157238
306030:6355,11/01/17 18:41:57,110,110,0.038360904,0.034967629
306036:6356,11/01/17 22:43:47,4,4,0.001396019,0.000072865
306037:6356,11/01/17 22:46:26,49,44,0.017114982,0.012206880
306038:6356,11/01/17 23:06:46,139,138,0.048510791,0.044162104
306041:6356,11/02/17 00:07:18,320,320,0.107522656,0.100003850
306042:6356,11/02/17 02:14:22,371,365,0.107569528,0.100185074
306048:6356,11/02/17 04:39:06,140,136,0.035441261,0.032036620
306049:6356,11/02/17 05:33:33,358,358,0.078872655,0.075297556
306051:6356,11/02/17 08:00:13,415,415,0.072669368,0.070670052
306091:6358,11/02/17 18:43:55,208,198,0.068644510,0.060611342
306092:6358,11/02/17 20:04:27,972,972,0.235038926,0.220128194
306095:6358,11/03/17 02:42:56,300,300,0.050435816,0.049130689
306121:6360,11/03/17 13:15:57,96,91,0.033481999,0.028670528
306122:6360,11/03/17 13:53:17,127,127,0.044337089,0.040636078
306125:6360,11/03/17 14:46:12,2970,2964,0.581597332,0.560771797
306126:6360,11/04/17 10:14:24,497,497,0.030334921,0.029717428
306134:6362,11/04/17 17:39:47,32,24,0.011177110,0.006957271
306135:6362,11/04/17 17:52:01,1095,1095,0.349232517,0.329516189
306138:6362,11/05/17 01:32:21,1298,1298,0.218013924,0.211381092
306139:6362,11/05/17 10:17:58,1112,1112,0.103464849,0.101514714
306153:6364,11/06/17 02:35:56,88,83,0.030690529,0.026435393
306154:6364,11/06/17 03:10:19,1215,1213,0.362689072,0.334755794
306155:6364,11/06/17 11:12:05,1440,1440,0.225439982,0.219491926
306169:6364,11/06/17 21:43:34,745,735,0.069118464,0.066299041
306170:6364,11/07/17 02:33:04,22,15,0.001776696,0.001135254
306171:6364,11/07/17 02:41:35,503,503,0.036343851,0.035728272
306418:6370,11/09/17 02:11:31,74,66,0.025747778,0.020778732
306419:6370,11/09/17 02:41:06,62,58,0.021518254,0.018423612
306420:6370,11/09/17 03:06:38,108,108,0.037260249,0.034221123
306422:6370,11/09/17 04:30:37,118,115,0.037699651,0.034684710
306423:6370,11/09/17 05:16:28,333,323,0.093302622,0.085778258
306432:6370,11/09/17 08:44:06,339,339,0.034315611,0.033338319
306454:6371,11/09/17 14:18:49,89,85,0.030892064,0.026851397
306455:6371,11/09/17 14:53:13,11,6,0.003852815,0.001621957
306456:6371,11/09/17 14:58:09,786,783,0.248532429,0.237025486
306457:6371,11/09/17 20:03:47,31,28,0.007985063,0.006686619
306458:6371,11/09/17 20:15:39,225,221,0.054381066,0.051452197
306459:6371,11/09/17 22:00:10,2274,2273,0.314986297,0.307670838
306460:6371,11/10/17 12:48:13,73,64,0.003867124,0.003722601
#Summary:
#nfill,nrun,nls,ncms,totdelivered(/fb),totrecorded(/fb)
#175,457,206287,205294,44.069872862,41.479849142
#Check JSON:
#(run,ls) in json but not in results: []
